Convention,Day,Text
2020 DNC,Day 2,we will begin with nominating and
2020 DNC,Day 2,seconding speeches
2020 DNC,Day 2,for senator sanders speaking on his
2020 DNC,Day 2,behalf
2020 DNC,Day 2,will be two progressive champions bob
2020 DNC,Day 2,king and representative alexandria
2020 DNC,Day 2,ocasio-cortez
2020 DNC,Day 2,i'm bob king as a proud union member
2020 DNC,Day 2,and former president of a great american
2020 DNC,Day 2,union the uaw
2020 DNC,Day 2,i'm honored to nominate bernie sanders
2020 DNC,Day 2,for president
2020 DNC,Day 2,for decades bernie has led the fight for
2020 DNC,Day 2,working families
2020 DNC,Day 2,fighting for workers rights to organize
2020 DNC,Day 2,unions and collectively bargain in a
2020 DNC,Day 2,time of enormous inequality he
2020 DNC,Day 2,understands that we must confront large
2020 DNC,Day 2,corporations which have far
2020 DNC,Day 2,too much control over our economy and
2020 DNC,Day 2,our politics
2020 DNC,Day 2,bernie believes health care is a human
2020 DNC,Day 2,right and should not be contingent
2020 DNC,Day 2,on a job he knows we can rebuild our
2020 DNC,Day 2,crumbling infrastructure by creating
2020 DNC,Day 2,millions
2020 DNC,Day 2,of good-paying union jobs while
2020 DNC,Day 2,combating climate change
2020 DNC,Day 2,bernie's moral clarity has emboldened
2020 DNC,Day 2,the democratic party's fight for
2020 DNC,Day 2,justice the grassroots energy of his
2020 DNC,Day 2,supporters
2020 DNC,Day 2,has cemented important advances in our
2020 DNC,Day 2,platform
2020 DNC,Day 2,bernie will continue to leave a movement
2020 DNC,Day 2,that helps defeat trump
2020 DNC,Day 2,and delivers transformational change i'm
2020 DNC,Day 2,excited to plates in the nomination the
2020 DNC,Day 2,name of a great champion of the working
2020 DNC,Day 2,class
2020 DNC,Day 2,senator bernie sanders
2020 DNC,Day 2,good evening bienvenidos and thank you
2020 DNC,Day 2,to everyone here today endeavoring
2020 DNC,Day 2,towards a better
2020 DNC,Day 2,more just future for our country and our
2020 DNC,Day 2,world
2020 DNC,Day 2,infidelity and gratitude to a mass
2020 DNC,Day 2,people's movement
2020 DNC,Day 2,working to establish 21st century social
2020 DNC,Day 2,economic
2020 DNC,Day 2,and human rights including guaranteed
2020 DNC,Day 2,health care
2020 DNC,Day 2,higher education living wages and labor
2020 DNC,Day 2,rights
2020 DNC,Day 2,for all people in the united states
2020 DNC,Day 2,a movement striving to recognize and
2020 DNC,Day 2,repair
2020 DNC,Day 2,the wounds of racial injustice
2020 DNC,Day 2,colonization
2020 DNC,Day 2,misogyny and homophobia and to propose
2020 DNC,Day 2,and build reimagined systems of
2020 DNC,Day 2,immigration and foreign policy
2020 DNC,Day 2,that turn away from the violence and
2020 DNC,Day 2,xenophobia
2020 DNC,Day 2,of our past a movement that realizes
2020 DNC,Day 2,the unsustainable brutality of an
2020 DNC,Day 2,economy that rewards
2020 DNC,Day 2,explosive inequalities of wealth for the
2020 DNC,Day 2,few
2020 DNC,Day 2,at the expense of long-term stability
2020 DNC,Day 2,for the many
2020 DNC,Day 2,and who organized a historic grassroots
2020 DNC,Day 2,campaign
2020 DNC,Day 2,to reclaim our democracy in a time when
2020 DNC,Day 2,millions of
2020 DNC,Day 2,people in the united states are looking
2020 DNC,Day 2,for
2020 DNC,Day 2,deep systemic solutions to our crises of
2020 DNC,Day 2,mass evictions
2020 DNC,Day 2,unemployment and lack of health care in
2020 DNC,Day 2,el espirito del pueblo
2020 DNC,Day 2,and out of a love for all people i
2020 DNC,Day 2,hereby
2020 DNC,Day 2,second the nomination of senator bernard
2020 DNC,Day 2,sanders of vermont
2020 DNC,Day 2,for president of the united states of
2020 DNC,Day 2,america
2020 DNC,Day 2,thank you mr king and representative of
2020 DNC,Day 2,carcio cortez
2020 DNC,Day 2,we now turn to nominating and seconding
2020 DNC,Day 2,speeches
2020 DNC,Day 2,for vice president biden in a moment
2020 DNC,Day 2,we'll hear from senator chris coons
2020 DNC,Day 2,who holds the delaware senate seat once
2020 DNC,Day 2,held by the vice president and
2020 DNC,Day 2,representative lisa blunt rochester
2020 DNC,Day 2,my colleague in the house but first
2020 DNC,Day 2,we'll hear
2020 DNC,Day 2,from jacqueline asby a working american
2020 DNC,Day 2,who met joe biden in a most unexpected
2020 DNC,Day 2,place
2020 DNC,Day 2,the elevator where she worked
2020 DNC,Day 2,i take powerful people up on my elevator
2020 DNC,Day 2,all the time
2020 DNC,Day 2,when they get off they go to their
2020 DNC,Day 2,important meetings
2020 DNC,Day 2,me i just head back to the lobby but in
2020 DNC,Day 2,the short time i spent with joe biden
2020 DNC,Day 2,i could tell he really saw me that he
2020 DNC,Day 2,actually cared
2020 DNC,Day 2,that my life meant something to him and
2020 DNC,Day 2,i knew
2020 DNC,Day 2,even when he went into his important
2020 DNC,Day 2,meeting he take my story in there with
2020 DNC,Day 2,him
2020 DNC,Day 2,that's because joe biden has room in his
2020 DNC,Day 2,heart
2020 DNC,Day 2,for more than just himself we've been to
2020 DNC,Day 2,a lot
2020 DNC,Day 2,and we have tough days ahead but
2020 DNC,Day 2,nominating someone like that
2020 DNC,Day 2,to be in the white house is a good place
2020 DNC,Day 2,to start
2020 DNC,Day 2,that's why i nominate my friend
2020 DNC,Day 2,joe biden as the next president of the
2020 DNC,Day 2,united states
2020 DNC,Day 2,i'm senator chris coons from delaware a
2020 DNC,Day 2,small state where people expect to see
2020 DNC,Day 2,their senators
2020 DNC,Day 2,and even sometimes their vice president
2020 DNC,Day 2,at the supermarket
2020 DNC,Day 2,at a church festival out in their
2020 DNC,Day 2,community joe fights for us because he
2020 DNC,Day 2,knows our struggles and hopes
2020 DNC,Day 2,he knows the pain of loss and the
2020 DNC,Day 2,worries of working parents
2020 DNC,Day 2,and he's always brought that same
2020 DNC,Day 2,personal concern he showed for
2020 DNC,Day 2,jacqueline
2020 DNC,Day 2,to getting things done as our senator
2020 DNC,Day 2,and then as president obama's
2020 DNC,Day 2,vice president joe's tackled gun
2020 DNC,Day 2,violence and climate change
2020 DNC,Day 2,he stood up to dictators and supported
2020 DNC,Day 2,our troops he led the recovery effort
2020 DNC,Day 2,after the last recession
2020 DNC,Day 2,and delivered on a promise to make our
2020 DNC,Day 2,health care system fairer
2020 DNC,Day 2,and stronger through it all joe biden's
2020 DNC,Day 2,never forgotten where he's from
2020 DNC,Day 2,he's been sustained by his faith and his
2020 DNC,Day 2,family through the toughest of times
2020 DNC,Day 2,and he has the heart and the compassion
2020 DNC,Day 2,for this moment
2020 DNC,Day 2,for all of these reasons and more it's
2020 DNC,Day 2,my honor
2020 DNC,Day 2,to second the nomination of my good
2020 DNC,Day 2,friend joe biden
2020 DNC,Day 2,to be the next president of these united
2020 DNC,Day 2,states
2020 DNC,Day 2,i'm congresswoman lisa blunt rochester
2020 DNC,Day 2,in some history class in the future
2020 DNC,Day 2,children are learning about this moment
2020 DNC,Day 2,they're learning about our pain our
2020 DNC,Day 2,grief
2020 DNC,Day 2,our worry but they're also learning
2020 DNC,Day 2,about a man named joe biden
2020 DNC,Day 2,about how he restored decency to our
2020 DNC,Day 2,government
2020 DNC,Day 2,and integrity to our democracy
2020 DNC,Day 2,their learning about how we conquered a
2020 DNC,Day 2,pandemic stood
2020 DNC,Day 2,united for racial justice and built our
2020 DNC,Day 2,economy back
2020 DNC,Day 2,better than before they're learning
2020 DNC,Day 2,about how his leadership
2020 DNC,Day 2,gave their generation a fighting chance
2020 DNC,Day 2,they're learning about us too about the
2020 DNC,Day 2,resolve and the unity we showed against
2020 DNC,Day 2,the forces of hatred and division
2020 DNC,Day 2,about the work we will do over the next
2020 DNC,Day 2,11 weeks
2020 DNC,Day 2,and about the night when despite our
2020 DNC,Day 2,distance
2020 DNC,Day 2,we came together to nominate joe biden
2020 DNC,Day 2,for president
2020 DNC,Day 2,of the united states a nomination i'm
2020 DNC,Day 2,honored to second
2020 DNC,Day 2,thank you all pursuant to our convention
2020 DNC,Day 2,rules
2020 DNC,Day 2,will now proceed to a roll call by
2020 DNC,Day 2,states
2020 DNC,Day 2,on the selection of our party's
2020 DNC,Day 2,candidate for the president
2020 DNC,Day 2,of the united states secretary ray
2020 DNC,Day 2,mr chairman coming to you live from the
2020 DNC,Day 2,wisconsin center
2020 DNC,Day 2,it's time to begin our virtual trip
2020 DNC,Day 2,around america
2020 DNC,Day 2,our journey begins at the site of a
2020 DNC,Day 2,major step forward
2020 DNC,Day 2,in our national journey towards justice
2020 DNC,Day 2,let's go
2020 DNC,Day 2,to alabama
2020 DNC,Day 2,john lewis marched across this bridge in
2020 DNC,Day 2,1965
2020 DNC,Day 2,to demand the right to vote a lifetime
2020 DNC,Day 2,later
2020 DNC,Day 2,civil rights and voting rights remain
2020 DNC,Day 2,america's great
2020 DNC,Day 2,unfinished business but those who walked
2020 DNC,Day 2,this path before us
2020 DNC,Day 2,showed us the way forward if we want to
2020 DNC,Day 2,honor john lewis's incredible life
2020 DNC,Day 2,let's restore the voting rights act and
2020 DNC,Day 2,ensure
2020 DNC,Day 2,that our democracy belongs to all
2020 DNC,Day 2,americans alabama casts eight votes for
2020 DNC,Day 2,bernie sanders
2020 DNC,Day 2,and the great state of alabama casts 52
2020 DNC,Day 2,votes
2020 DNC,Day 2,for our next president of these united
2020 DNC,Day 2,states
2020 DNC,Day 2,joe biden
2020 DNC,Day 2,alaska the waters we rely on to feed our
2020 DNC,Day 2,families and make a living are
2020 DNC,Day 2,threatened by climate change
2020 DNC,Day 2,when joe biden was vice president he and
2020 DNC,Day 2,president obama
2020 DNC,Day 2,made sure alaska's tribes had a say on
2020 DNC,Day 2,how these waters were managed
2020 DNC,Day 2,donald trump took it away we must elect
2020 DNC,Day 2,the president who will respect our
2020 DNC,Day 2,voices
2020 DNC,Day 2,protect our waters and address climate
2020 DNC,Day 2,change alaska cast seven votes
2020 DNC,Day 2,bernie sanders and paul votes for the
2020 DNC,Day 2,next president
2020 DNC,Day 2,joe biden american samoa
2020 DNC,Day 2,joe biden honors our service and we
2020 DNC,Day 2,trust him to support
2020 DNC,Day 2,our community as vice president he
2020 DNC,Day 2,helped expand rural infrastructure to
2020 DNC,Day 2,communities like ours
2020 DNC,Day 2,broadening our economic capacity as
2020 DNC,Day 2,president
2020 DNC,Day 2,he will continue to strengthen rural
2020 DNC,Day 2,america from new england to the pacific
2020 DNC,Day 2,on behalf of the governor loloma
2020 DNC,Day 2,and the american samoa democratic party
2020 DNC,Day 2,we proudly cast 11 votes
2020 DNC,Day 2,for our next president of the united
2020 DNC,Day 2,states of america
2020 DNC,Day 2,joe biden arizona
2020 DNC,Day 2,as a middle school teacher i know that
2020 DNC,Day 2,public educators are doing everything
2020 DNC,Day 2,they can to make sure our students have
2020 DNC,Day 2,quality learning experiences this fall
2020 DNC,Day 2,as a mother of a high school freshman i
2020 DNC,Day 2,know that it's far from perfect
2020 DNC,Day 2,as an nea union organizer i'll fight to
2020 DNC,Day 2,make sure
2020 DNC,Day 2,that it's scientists parents and
2020 DNC,Day 2,educators
2020 DNC,Day 2,that decide when it's safe to go back to
2020 DNC,Day 2,school not politicians
2020 DNC,Day 2,as an arizona latina i proudly cast our
2020 DNC,Day 2,votes
2020 DNC,Day 2,29 for bernie sanders and 51 for our
2020 DNC,Day 2,next president
2020 DNC,Day 2,joe biden arkansas feeding people is an
2020 DNC,Day 2,act of love
2020 DNC,Day 2,and i think we all can use a little
2020 DNC,Day 2,extra love these days so we took our
2020 DNC,Day 2,food trucks out into the community to
2020 DNC,Day 2,deliver meals
2020 DNC,Day 2,made right here at the clinton
2020 DNC,Day 2,presidential center for our neighbors in
2020 DNC,Day 2,need
2020 DNC,Day 2,even when our leaders let us down
2020 DNC,Day 2,america kept looking out for each other
2020 DNC,Day 2,arkansas casts nine votes for bernie
2020 DNC,Day 2,sanders and 27 votes for our next
2020 DNC,Day 2,president
2020 DNC,Day 2,joe biden california climate change is
2020 DNC,Day 2,not a hoax
2020 DNC,Day 2,it's real and communities of color have
2020 DNC,Day 2,been bearing the brunt of this reality
2020 DNC,Day 2,for generations
2020 DNC,Day 2,joe biden's plan to crack down on
2020 DNC,Day 2,polluters to protect our air and water
2020 DNC,Day 2,is about environmental justice and
2020 DNC,Day 2,economic justice
2020 DNC,Day 2,he'll prioritize equity and bring new
2020 DNC,Day 2,clean energy jobs
2020 DNC,Day 2,to black and brown neighborhoods because
2020 DNC,Day 2,that is how we build back better
2020 DNC,Day 2,california home to our next vice
2020 DNC,Day 2,president kamala harris
2020 DNC,Day 2,cast 231 votes for bernie sanders
2020 DNC,Day 2,and 263 votes for our next president
2020 DNC,Day 2,joe biden colorado han and i grew up in
2020 DNC,Day 2,poverty as immigrants
2020 DNC,Day 2,but we've been able to make a decent
2020 DNC,Day 2,living we're extremely
2020 DNC,Day 2,lucky but now we have three family
2020 DNC,Day 2,members that tested positive for kovid
2020 DNC,Day 2,and it just doesn't feel safe to put
2020 DNC,Day 2,evan and emma back to school
2020 DNC,Day 2,this is certainly going to be hard on
2020 DNC,Day 2,them and on us
2020 DNC,Day 2,but millions of working families will
2020 DNC,Day 2,have it much harder
2020 DNC,Day 2,i know joe biden cares about these
2020 DNC,Day 2,struggles
2020 DNC,Day 2,and that's why i trust him to fight for
2020 DNC,Day 2,us with one abstention colorado will
2020 DNC,Day 2,cast
2020 DNC,Day 2,36 votes for bernie sanders and 42 for
2020 DNC,Day 2,our next president
2020 DNC,Day 2,joe biden connecticut firefighters are
2020 DNC,Day 2,proud to put our lives on the line every
2020 DNC,Day 2,day
2020 DNC,Day 2,to protect our neighbors it's a badge of
2020 DNC,Day 2,courage
2020 DNC,Day 2,but while we are protecting your family
2020 DNC,Day 2,we need a president who is committed
2020 DNC,Day 2,to protecting ours and that's joe biden
2020 DNC,Day 2,he has the courage we respect
2020 DNC,Day 2,and the commitment to working americans
